web-scraper-order,web-scraper-start-url,act,act-href,article,article-href,article_title,article_description
"1694597370-168","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 10 - Conciliation","https://lawrato.com/indian-kanoon/posh-act/section-10","Posh ACT Section 10 - Conciliation",""
"1694597373-169","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 9 - Complaint of sexual harassment","https://lawrato.com/indian-kanoon/posh-act/section-9","Posh ACT Section 9 - Complaint of sexual harassment",""
"1694597376-170","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 8 - Grants and audit","https://lawrato.com/indian-kanoon/posh-act/section-8","Posh ACT Section 8 - Grants and audit",""
"1694597379-171","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 7 - Composition. tenure and other terms and conditions of Local Committee","https://lawrato.com/indian-kanoon/posh-act/section-7","Posh ACT Section 7 - Composition. tenure and other terms and conditions of Local Committee",""
"1694597382-172","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 6 - Constitution and jurisdiction of Local Committee","https://lawrato.com/indian-kanoon/posh-act/section-6","Posh ACT Section 6 - Constitution and jurisdiction of Local Committee",""
"1694597385-173","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 5 - Notification of District Officer","https://lawrato.com/indian-kanoon/posh-act/section-5","Posh ACT Section 5 - Notification of District Officer",""
"1694597388-174","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 4 - Constitution of Internal Complaints Committee","https://lawrato.com/indian-kanoon/posh-act/section-4","Posh ACT Section 4 - Constitution of Internal Complaints Committee",""
"1694597391-175","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 3 - Prevention of sexual harassment","https://lawrato.com/indian-kanoon/posh-act/section-3","Posh ACT Section 3 - Prevention of sexual harassment",""
"1694597394-176","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 2 - Definitions","https://lawrato.com/indian-kanoon/posh-act/section-2","Posh ACT Section 2 - Definitions",""
"1694597397-177","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH
Act Section 1 - Short title, extent and commencement.","https://lawrato.com/indian-kanoon/posh-act/section-1","Posh ACT Section 1 - Short title, extent and commencement.",""
"1694597420-178","https://lawrato.com/indian-kanoon","Posh Bare Act","https://lawrato.com/indian-kanoon/posh-act","POSH training","https://lawrato.com/posh-training","POSH Training","POSH training is a mechanism through which a concrete understanding can be provided about the procedures and means that must be adopted by any organization to prevent sexual harassment related incidents within its workplace."
"1694597424-179","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 99 - Reports to be treated as
confidential","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-99","Section 99 of Juvenile Justice Act 2015 - Reports to be treated as
confidential","(1) All reports related to the child and considered by the Committee or the Board shall be treated as confidential:
 Provided that the Committee or the Board, as the case may be, may, if it so thinks fit, communicate the substance thereof to another Committee or Board or to the child or to the child's parent or guardian, and may give such Committee or the Board or the child or parent or guardian, an opportunity of producing evidence as may be relevant to the matter stated in the report.
(2) Notwithstanding anything contained in this Act, the victim shall not be denied access to their case record, orders and relevant papers."
"1694597427-180","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 98 - Leave of absence to a child placed in an
institution","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-98","Section 98 of Juvenile Justice Act 2015 - Leave of absence to a child placed in an
institution","(1) The Committee or the Board, as the case may be, may permit leave of absence to any child, to allow him, on special occasions like examination, marriage of relatives, death of kith or kin or accident or serious illness of parent or any emergency of like nature, under supervision, for a period generally not exceeding seven days in one instance, excluding the time taken in journey.
(2) The time during which a child is absent from an institution where he is placed, in pursuance of such permission granted under this section, shall be deemed to be part of the time for which he is liable to be kept in the Children's Home or special home.
(3) If a child refuses, or has failed to return to the Children's Home or special home, as the case may be, on the leave period being exhausted or permission being revoked or


forfeited, the Board or Committee may, if necessary, cause him to be taken charge of and to be taken back to the concerned home:
 Provided that when a child in conflict with law has failed to return to the special home on the leave period being exhausted or on permission being revoked or forfeited, the time for which he is still liable to be kept in the institution shall be extended by the Board for a period equivalent to the time which lapses due to such failure."
"1694597430-181","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 97 - Release of a child from an
institution","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-97","Section 97 of Juvenile Justice Act 2015 - Release of a child from an
institution","(1) When a child is kept in a Children's Home or special home, on a report of a probation officer or social worker or of Government or a voluntary or non-governmental organisation, as the case may be, the Committee or the Board may consider, the release of such child, either absolutely or on such conditions as it may think fit to impose, permitting the child to live with parents or guardian or under the supervision of any authorised person named in the order, willing to receive and take charge, educate and train the child, for some useful trade or calling or to look after the child for rehabilitation:
 Provided that if a child who has been released conditionally under this section, or the person under whose supervision the child has been placed, fails to fulfil such conditions, the Board or Committee may, if necessary, cause the child to be taken charge of and to be placed back in the concerned home.
(2) If the child has been released on a temporary basis, the time during which the child is not present in the concerned home in pursuance of the permission granted under sub-section (1) shall be deemed to be part of the time for which the child is liable to be kept in the children or special home:
 Provided that in case of a child in conflict with law fails to fulfil the conditions set by the Board as mentioned in sub-section (1), the time for which he is still liable to be kept in the institution shall be extended by the Board for a period equivalent to the time which lapses due to such failure."
"1694597433-182","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 96 - Transfer of child between Children's Homes, or special homes or fit facility or fit person in different parts of
India","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-96","Section 96 of Juvenile Justice Act 2015 - Transfer of child between Children's Homes, or special homes or fit facility or fit person in different parts of
India","(1) The State Government may at any time, on the recommendation of a Committee or Board, as the case may be, notwithstanding anything contained in this Act, and keeping the best interest of the child in mind, order the child's transfer from any Children's Home or special home or fit facility or fit person, to a home or facility, within the State with prior intimation to the concerned Committee or the Board:
 Provided that for transfer of a child between similar home or facility or person within the same district, the Committee or Board, as the case may be, of the said district shall be competent to issue such an order.
(2) If transfer is being ordered by a State Government to an institution outside the State, this shall be done only in consultation with the concerned State Government.
(3) The total period of stay of the child in a Children's Home or a special home shall not be increased by such transfer.
(4) Orders passed under sub-sections (1) and (2) shall be deemed to be operative for the Committee or the Board, as the case may be, of the area to which the child is sent."
"1694597436-183","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 95 - Transfer of a child to place of
residence","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-95","Section 95 of Juvenile Justice Act 2015 - Transfer of a child to place of
residence","(1) If during the inquiry it is found that a child hails from a place outside the jurisdiction, the Board or Committee, as the case may be, shall, if satisfied after due inquiry that it is in the best interest of the child and after due consultation with the Committee or the Board of the child's home district, order the transfer of the child, as soon as possible, to the said Committee or the Board, along with relevant documents and following such procedure as may be prescribed:
 Provided that such transfer can be made in case of a child in conflict with law, only after the inquiry has been completed and final order passed by the Board:
 Provided further that in case of inter-State transfer, the child shall be, if convenient, handed over to the Committee or the Board, as the case may be, of the home district of the child, or to the Committee or the Board in the capital city of the home State.
(2) Once the decision to transfer is finalised, the Committee or Board, as the case may be, shall give an escort order to the Special Juvenile Police Unit to escort the child, within fifteen days of receiving such order:
 Provided that a girl child shall be accompanied by a woman police officer:
 Provided further that where a Special Juvenile Police Unit is not available, the Committee or Board, as the case may be, shall direct the institution where the child is temporarily staying or District Child Protection Unit, to provide an escort to accompany the child during travel.
(3) The State Government shall make rules to provide for travelling allowance to the escorting staff for the child, which shall be paid in advance.
(4) The Committee or the Board, as the case may be, receiving the transferred child will process for restoration or rehabilitation or social re-integration, as provided in this Act."
"1694597439-184","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 94 - Presumption and determination of
age","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-94","Section 94 of Juvenile Justice Act 2015 - Presumption and determination of
age","(1) Where, it is obvious to the Committee or the Board, based on the appearance of the person brought before it under any of the provisions of this Act (other than for the purpose of giving evidence) that the said person is a child, the Committee or the Board shall record such observation stating the age of the child as nearly as may be and proceed with the inquiry under section 14 or section 36, as the case may be, without waiting for further confirmation of the age.
(2) In case, the Committee or the Board has reasonable grounds for doubt regarding whether the person brought before it is a child or not, the Committee or the Board, as the case may be, shall undertake the process of age determination, by seeking evidence by obtaining --
(i) the date of birth certificate from the school, or the matriculation or equivalent certificate from the concerned examination Board, if available; and in the absence thereof;
(ii) the birth certificate given by a corporation or a municipal authority or a panchayat;
(iii) and only in the absence of (i) and (ii) above, age shall be determined by an ossification test or any other latest medical age determination test conducted on the orders of the Committee or the Board:
 Provided such age determination test conducted on the order of the Committee or the Board shall be completed within fifteen days from the date of such order.
(3) The age recorded by the Committee or the Board to be the age of person so brought before it shall, for the purpose of this Act, be deemed to be the true age of that person."
"1694597442-185","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 93 - Transfer of a child who is mentally ill or addicted to alcohol or other
drugs","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-93","Section 93 of Juvenile Justice Act 2015 - Transfer of a child who is mentally ill or addicted to alcohol or other
drugs","(1) Where it appears to the Committee or the Board that any child kept in a special home or an observation home or a Children's Home or in an institution in pursuance of the provisions of this Act, is a mentally ill person or addicted to alcohol or other drugs which lead to behavioural changes in a person, the Committee or the Board, may order removal of such child to a psychiatric hospital or psychiatric nursing home in accordance with the provisions of the Mental Health Act, 1987


(14 of 1987) or the rules made thereunder.
(2) In case the child had been removed to a psychiatric hospital or psychiatric nursing home under sub-section (1), the Committee or the Board may, on the basis of the advice given in the certificate of discharge of the psychiatric hospital or psychiatric nursing home, order to remove such child to an Integrated Rehabilitation Centre for Addicts or similar centres maintained by the State Government for mentally ill persons (including the persons addicted to any narcotic drug or psychotropic substance) and such removal shall be only for the period required for the inpatient treatment of such child.
Explanation.-- For the purposes of this sub-section,--
(a) ""Integrated Rehabilitation Centre for Addicts"" shall have the meaning assigned to it under the scheme called ""Central Sector Scheme of Assistance for Prevention of Alcoholism and Substance (Drugs) Abuse and for Social Defence Services"" framed by the Central Government in the Ministry of Social Justice and Empowerment or any other corresponding scheme for the time being in force;
(b) ""mentally ill person"" shall have the same meaning assigned to it in clause (l) of section 2 of the Mental Health Act,


1987 (14 of 1987);
(c) ""psychiatric hospital"" or ""psychiatric nursing home"" shall have the same meaning assigned to it in clause (q) of section 2 of the Mental Health Act,


1987 (14 of 1987)."
"1694597445-186","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 92 - Placement of a child suffering from disease requiring prolonged medical treatment in an approved
place","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-92","Section 92 of Juvenile Justice Act 2015 - Placement of a child suffering from disease requiring prolonged medical treatment in an approved
place","When a child, who has been brought before the Committee or the Board, is found to be suffering from a disease requiring prolonged medical treatment or physical or mental complaint that will respond to treatment, the Committee or the Board, as the case may be, may send the child to any place recognised as a fit facility as prescribed for such period as it may think necessary for the required treatment."
"1694597448-187","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 91 - Dispensing with attendance of
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-91","Section 91 of Juvenile Justice Act 2015 - Dispensing with attendance of
child","(1) If, at any stage during the course of an inquiry, the Committee or the Board is satisfied that the attendance of the child is not essential for the purpose of inquiry, the Committee or the Board, as the case may be, shall dispense with the attendance of a child and limit the same for the purpose of recording the statement and subsequently, the inquiry shall continue even in the absence of the child concerned, unless ordered otherwise by the Committee or the Board.
(2) Where the attendance of a child is required before the Board or the Committee, such child shall be entitled to travel reimbursement for self and one escort accompanying the child as per actual expenditure incurred, by the Board, or the Committee or the District Child Protection Unit, as the case may be."
"1694597451-188","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 90 - Attendance of parent or guardian of
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-90","Section 90 of Juvenile Justice Act 2015 - Attendance of parent or guardian of
child","The Committee or the Board, as the case may be, before which a child is brought under any of the provisions of this Act, may, whenever it so thinks fit, require any parent or guardian having the actual charge of the child to be present at any proceeding in respect of that child."
"1694597454-189","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 9 - Procedure to be followed by a Magistrate who has not been empowered under this
Act","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-9","Section 9 of Juvenile Justice Act 2015 - Procedure to be followed by a Magistrate who has not been empowered under this
Act","(1) When a Magistrate, not empowered to exercise the powers of the Board under this Act is of the opinion that the person alleged to have committed the offence and brought before him is a child, he shall, without any delay, record such opinion and forward the child immediately along with the record of such proceedings to the Board having jurisdiction.
(2) In case a person alleged to have committed an offence claims before a court other than a Board, that the person is a child or was a child on the date of commission of the offence, or if the court itself is of the opinion that the person was a child on the date of commission of the offence, the said court shall make an inquiry, take such evidence as may be necessary (but not an affidavit) to determine the age of such person, and shall record a finding on the matter, stating the age of the person as nearly as may be:
 Provided that such a claim may be raised before any court and it shall be recognised at any stage, even after final disposal of the case, and such a claim shall be determined in accordance with the provisions contained in this Act and the rules made thereunder even if the person has ceased to be a child on or before the date of commencement of this Act.
(3) If the court finds that a person has committed an offence and was a child on the date of commission of such offence, it shall forward the child to the Board for passing appropriate orders and the sentence, if any, passed by the court shall be deemed to have no effect.
(4) In case a person under this section is required to be kept in protective custody, while the person's claim of being a child is being inquired into, such person may be placed, in the intervening period in a place of safety."
"1694597457-190","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 89 - Offence committed by child under this
Chapter","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-89","Section 89 of Juvenile Justice Act 2015 - Offence committed by child under this
Chapter","Any child who commits any offence under this Chapter shall be considered as a child in conflict with law under this Act."
"1694597460-191","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 88 - Alternative
punishment","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-88","Section 88 of Juvenile Justice Act 2015 - Alternative
punishment","Where an act or omission constitutes an offence punishable under this Act and also under any other law for the time being in force, then, notwithstanding anything contained in any such law, the offender found guilty of such offence shall be liable for punishment under such law which provides for punishment which is greater in degree."
"1694597463-192","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 87 - Abetment","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-87","Section 87 of Juvenile Justice Act 2015 - Abetment","Whoever abets any offence under this Act, if the act abetted is committed in consequence of the abetment, shall be punished with the punishment provided for that offence.
Explanation.-- An act or offence is said to be committed in consequence of abetment, when it is committed in consequence of the instigation, or in pursuance of the conspiracy or with the aid, which constitutes the abetment."
"1694597466-193","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 86 - Classification of offences and designated
court","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-86","Section 86 of Juvenile Justice Act 2015 - Classification of offences and designated
court","(1) Where an offence under this Act is punishable with imprisonment for a term more than seven years, then, such offence shall be cognizable, non-bailable and triable by a Children's Court.
(2) Where an offence under this Act is punishable with imprisonment for a term of three years and above, but not more than seven years, then, such offence shall be cognizable, non-bailable and triable by a Magistrate of First Class.
(3) Where an offence, under this Act, is punishable with imprisonment for less than three years or with fine only, then, such offence shall be non-cognizable, bailable and triable by any Magistrate."
"1694597469-194","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 85 - Offences committed on disabled
children","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-85","Section 85 of Juvenile Justice Act 2015 - Offences committed on disabled
children","Whoever commits any of the offences referred to in this Chapter on any child who is disabled as so certified by a medical practitioner, then, such person shall be liable to twice the penalty provided for such offence.
Explanation.-- For the purposes of this Act, the term ""disability"" shall have the same meaning as assigned to it under clause (i) of section 2 of the Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act,


1995 (1 of 1996)."
"1694597472-195","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 84 - Kidnapping and abduction of
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-84","Section 84 of Juvenile Justice Act 2015 - Kidnapping and abduction of
child","For the purposes of this Act, the provisions of sections 359 to 369 of the Indian Penal


Code (45 of 1860), shall mutatis mutandis apply to a child or a minor who is under the age of eighteen years and all the provisions shall be construed accordingly."
"1694597475-196","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 83 - Use of child by militant groups or other
adults","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-83","Section 83 of Juvenile Justice Act 2015 - Use of child by militant groups or other
adults","(1) Any non-State, self-styled militant group or outfit declared as such by the Central Government, if recruits or uses any child for any purpose, shall be liable for rigorous imprisonment for a term which may extend to seven years and shall also be liable to fine of five lakh rupees.
(2) Any adult or an adult group uses children for illegal activities either individually or as a gang shall be liable for rigorous imprisonment for a term which may extend to seven years and shall also be liable to fine of five lakh rupees."
"1694597478-197","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 82 - Corporal
punishment","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-82","Section 82 of Juvenile Justice Act 2015 - Corporal
punishment","(1) Any person in-charge of or employed in a child care institution, who subjects a child to corporal punishment with the aim of disciplining the child, shall be liable, on the first conviction, to a fine of ten thousand rupees and for every subsequent offence, shall be liable for imprisonment which may extend to three months or fine or with both.
(2) If a person employed in an institution referred to in sub-section (1), is convicted of an offence under that sub-section, such person shall also be liable for dismissal from service, and shall also be debarred from working directly with children thereafter.
(3) In case, where any corporal punishment is reported in an institution referred to in sub-section (1) and the management of such institution does not cooperate with any inquiry or comply with the orders of the Committee or the Board or court or State Government, the person in-charge of the management of the institution shall be liable for punishment with imprisonment for a term not less than three years and shall also be liable to fine which may extend to one lakh rupees."
"1694597481-198","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 81 - Sale and procurement of children for any
purpose","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-81","Section 81 of Juvenile Justice Act 2015 - Sale and procurement of children for any
purpose","Any person who sells or buys a child for any purpose shall be punishable with rigorous imprisonment for a term which may extend to five years and shall also be liable to fine of one lakh rupees:
 Provided that where such offence is committed by a person having actual charge of the child, including employees of a hospital or nursing home or maternity home, the term of imprisonment shall not be less than three years and may extend up to seven years."
"1694597484-199","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 80 - Punitive measures for adoption without following prescribed
procedures","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-80","Section 80 of Juvenile Justice Act 2015 - Punitive measures for adoption without following prescribed
procedures","If any person or organisation offers or gives or receives, any orphan, abandoned or surrendered child, for the purpose of adoption without following the provisions or procedures as provided in this Act, such person or organisation shall be punishable with imprisonment of either description for a term which may extend upto three years, or with fine of one lakh rupees, or with both:
 Provided in case where the offence is committed by a recognised adoption agency, in addition to the above punishment awarded to the persons in-charge of, and responsible for the conduct of the day-to-day affairs of the adoption agency, the registration of such agency under section 41 and its recognition under section 65 shall also be withdrawn for a minimum period of one year."
"1694597487-200","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 8 - Powers, functions and responsibilities of the
Board","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-8","Section 8 of Juvenile Justice Act 2015 - Powers, functions and responsibilities of the
Board","(1) Notwithstanding anything contained in any other law for the time being in force but save as otherwise expressly provided in this Act, the Board constituted for any district shall have the power to deal exclusively with all the proceedings under this Act, relating to children in conflict with law, in the area of jurisdiction of such Board.
(2) The powers conferred on the Board by or under this Act may also be exercised by the High Court and the Children's Court, when the proceedings come before them under section 19 or in appeal, revision or otherwise.
(3) The functions and responsibilities of the Board shall include'--
(a) ensuring the informed participation of the child and the parent or guardian, in every step of the process;
(b) ensuring that the child's rights are protected throughout the process of apprehending the child, inquiry, aftercare and rehabilitation;
(c) ensuring availability of legal aid for the child through the legal services institutions;
(d) wherever necessary the Board shall provide an interpreter or translator, having such qualifications, experience, and on payment of such fees as may be prescribed, to the child if he fails to understand the language used in the proceedings;
(e) directing the Probation Officer, or in case a Probation Officer is not available to the Child Welfare Officer or a social worker, to undertake a social investigation into the case and submit a social investigation report within a period of fifteen days from the date of first production before the Board to ascertain the circumstances in which the alleged offence was committed;
(f) adjudicate and dispose of cases of children in conflict with law in accordance with the process of inquiry specified in section 14;
(g) transferring to the Committee, matters concerning the child alleged to be in conflict with law, stated to be in need of care and protection at any stage, thereby recognising that a child in conflict with law can also be a child in need of care simultaneously and there is a need for the Committee and the Board to be both involved;
(h) disposing of the matter and passing a final order that includes an individual care plan for the child's rehabilitation, including follow up by the Probation Officer or the District Child Protection Unit or a member of a non-governmental organisation, as may be required;
(i) conducting inquiry for declaring fit persons regarding care of children in conflict with law;
(j) conducting at least one inspection visit every month of residential facilities for children in conflict with law and recommend action for improvement in quality of services to the District Child Protection Unit and the State Government;
(k) order the police for registration of first information report for offences committed against any child in conflict with law, under this Act or any other law for the time being in force, on a complaint made in this regard;
(l) order the police for registration of first information report for offences committed against any child in need of care and protection, under this Act or any other law for the time being in force, on a written complaint by a Committee in this regard;
(m) conducting regular inspection of jails meant for adults to check if any child is lodged in such jails and take immediate measures for transfer of such a child to the observation home; and
(n) any other function as may be prescribed."
"1694597490-201","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 79 - Exploitation of a child
employee","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-79","Section 79 of Juvenile Justice Act 2015 - Exploitation of a child
employee","Notwithstanding anything contained in any law for the time being in force, whoever ostensibly engages a child and keeps him in bondage for the purpose of employment or withholds his earnings or uses such earning for his own purposes shall be punishable with rigorous imprisonment for a term which may extend to five years and shall also be liable to fine of one lakh rupees.
 Explanation.--For the purposes of this section, the term ""employment"" shall also include selling goods and services, and entertainment in public places for economic gain."
"1694597493-202","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 78 - Using a child for vending, peddling, carrying, supplying or smuggling any intoxicating liquor, narcotic drug or psychotropic
substance","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-78","Section 78 of Juvenile Justice Act 2015 - Using a child for vending, peddling, carrying, supplying or smuggling any intoxicating liquor, narcotic drug or psychotropic
substance","Whoever uses a child, for vending, peddling, carrying, supplying or smuggling any intoxicating liquor, narcotic drug or psychotropic substance, shall be liable for rigorous imprisonment for a term which may extend to seven years and shall also be liable to a fine up to one lakh rupees."
"1694597496-203","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 77 - Penalty for giving intoxicating liquor or narcotic drug or psychotropic substance to a
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-77","Section 77 of Juvenile Justice Act 2015 - Penalty for giving intoxicating liquor or narcotic drug or psychotropic substance to a
child","Whoever gives, or causes to be given, to any child any intoxicating liquor or any narcotic drug or tobacco products or psychotropic substance, except on the order of a duly qualified medical practitioner, shall be punishable with rigorous imprisonment for a term which may extend to seven years and shall also be liable to a fine which may extend up to one lakh rupees."
"1694597499-204","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 76 - Employment of child for
begging","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-76","Section 76 of Juvenile Justice Act 2015 - Employment of child for
begging","(1) Whoever employs or uses any child for the purpose of begging or causes any child to beg shall be punishable with imprisonment for a term which may extend to five years and shall also be liable to fine of one lakh rupees:
 Provided that, if for the purpose of begging, the person amputates or maims the child, he shall be punishable with rigorous imprisonment for a term not less than seven years which may extend up to ten years, and shall also be liable to fine of five lakh rupees.
(2) Whoever, having the actual charge of, or control over the child, abets the commission of an offence under sub-section (1), shall be punishable with the same punishment as provided for in sub-section (1) and such person shall be considered to be unfit under sub-clause (v) of clause (14) of section 2:
 Provided that the said child, shall not be considered a child in conflict with law under any circumstances, and shall be removed from the charge or control of such guardian or custodian and produced before the Committee for appropriate rehabilitation."
"1694597502-205","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 75 - Punishment for cruelty to
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-75","Section 75 of Juvenile Justice Act 2015 - Punishment for cruelty to
child","Whoever, having the actual charge of, or control over, a child, assaults, abandons, abuses, exposes or wilfully neglects the child or causes or procures the child to be assaulted, abandoned, abused, exposed or neglected in a manner likely to cause such child unnecessary mental or physical suffering, shall be punishable with imprisonment for a term which may extend to three years or with fine of one lakh rupees or with both:
 Provided that in case it is found that such abandonment of the child by the biological parents is due to circumstances beyond their control, it shall be presumed that such abandonment is not wilful and the penal provisions of this section shall not apply in such cases:
 Provided further that if such offence is committed by any person employed by or managing an organisation, which is entrusted with the care and protection of the child, he shall be punished with rigorous imprisonment which may extend up to five years, and fine which may extend up to five lakhs rupees:
 Provided also that on account of the aforesaid cruelty, if the child is physically incapacitated or develops a mental illness or is rendered mentally unfit to perform regular tasks or has risk to life or limb, such person shall be punishable with rigorous imprisonment, not less than three years but which may be extended up to ten years and shall also be liable to fine of five lakhs rupees."
